"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"Chst1",7.14524906362486e-239,1.55644284701791,0.305,0.136,2.9019714547006e-234,8
"Plppr4",6.77598526820283e-226,1.51945512001006,0.321,0.153,2.7519986568279e-221,8
"Pnoc",9.28919780526897e-224,1.72946639067536,0.323,0.156,3.77271479663194e-219,8
"Ptprn",2.03068217371484e-205,1.55798342523749,0.335,0.172,8.24741258032543e-201,8
"Inpp4b",1.42521331429823e-203,1.53632509887174,0.295,0.137,5.78836135469084e-199,8
"Rgs10",4.40651407988843e-186,1.55887018826166,0.276,0.128,1.78966162840589e-181,8
"Grik1",3.75268415754558e-185,1.68283485321228,0.315,0.159,1.52411514374556e-180,8
"Rorb",5.92633262614689e-170,1.61272240924596,0.591,0.467,2.4069207327833e-165,8
"Tshz3",3.28727333070533e-150,1.46883380925547,0.266,0.134,1.33509319053266e-145,8
"Cadps2",1.22627649779018e-137,1.63807898781715,0.313,0.18,4.98039936812503e-133,8
"Nrg1",1.24178711439823e-80,1.91197986308426,0.575,0.506,5.04339418641697e-76,8
"Hdac9",1.06020102277086e-57,1.49239846606567,0.394,0.321,4.30590043388155e-53,8
"Gad2",0,2.27428059338939,0.934,0.323,0,9
"Dlx2",0,1.7335619942691,0.805,0.271,0,9
"Dlx6os1",0,1.47476169345756,0.778,0.271,0,9
"Dlx5",0,2.27293415357503,0.694,0.205,0,9
"Dlx1",0,1.48267971005802,0.763,0.279,0,9
"Gm14204",0,1.96770895904677,0.684,0.231,0,9
"Arx",0,2.00816293522327,0.614,0.165,0,9
"Islr2",0,1.67163359805004,0.764,0.335,0,9
"Mir124-2hg",0,1.97717931906881,0.716,0.294,0,9
"Gad1",0,1.57226548283079,0.616,0.233,0,9
"Shtn1",0,1.93751738147845,0.818,0.439,0,9
"Dlx1as",0,1.34945335935841,0.538,0.19,0,9
"Ina",0,1.26006312615113,0.976,0.646,0,9
"Grik3",0,1.54109018543221,0.575,0.27,0,9
"Slc32a1",0,1.83092482516206,0.461,0.158,0,9
"Thsd7a",0,1.64924523514674,0.783,0.484,0,9
"Sp9",0,2.17642410741991,0.381,0.085,0,9
"Dlx6",0,2.21367270480436,0.407,0.118,0,9
"Zic1",0,1.36295680029915,0.514,0.236,0,9
"Ddc",0,2.29282933275518,0.365,0.095,0,9
"Nrxn3",0,1.57208364601093,1,0.73,0,9
"Trhde",0,2.3198639974908,0.42,0.157,0,9
"Zfhx3",0,1.30622155534195,0.907,0.653,0,9
"Meis2",0,3.2358371856729,0.431,0.189,0,9
"Dmrtb1",0,1.81595020107469,0.39,0.153,0,9
"Vax1",0,2.25174386426059,0.328,0.1,0,9
"Zfhx2",0,1.30741945214727,0.614,0.389,0,9
"Esrrg",0,2.09765982551669,0.42,0.198,0,9
"Zfp503",0,2.36747164050407,0.338,0.136,0,9
"Snap25",0,1.3669514243685,0.792,0.595,0,9
"Pou6f2",0,2.71048649552603,0.294,0.099,0,9
"Ecel1",1.382862697128e-305,1.7813022136864,0.285,0.1,5.61635855811564e-301,9
"Gstm7",1.03119396101282e-269,1.35313696356313,0.525,0.311,4.18809115325745e-265,9
"Zic2",3.21327539827319e-260,1.70889915826707,0.292,0.113,1.30503967025467e-255,9
"Zfp423",9.46590574959754e-249,1.37579367534453,0.504,0.302,3.84448296114154e-244,9
"Egfem1",1.00253911415271e-245,1.26918067735795,0.622,0.416,4.07171235821982e-241,9
"Rgs2",1.74341515007085e-244,1.59531995498074,0.455,0.253,7.08070629049773e-240,9
"Vstm2l",1.83991802848662e-242,1.48983842159852,0.343,0.153,7.47264308089557e-238,9
"Rftn1",1.10663624699866e-215,1.50429315731726,0.338,0.161,4.49449245356037e-211,9
"Slitrk1",2.09633738229234e-160,1.53935989984473,0.292,0.147,8.51406464444212e-156,9
"Mtus2",7.14921638211603e-157,1.48054057755392,0.326,0.176,2.90358274143261e-152,9
"Dact1",1.48422634860027e-132,1.49258902669363,0.271,0.14,6.02803689220515e-128,9
"Lemd1",2.38679452207538e-128,1.30533092332759,0.318,0.18,9.69372727195695e-124,9
"Gm27032",9.62874976359854e-120,1.36975117992444,0.294,0.165,3.91062042898791e-115,9
"Pcsk5",5.35683940919943e-116,1.36127876725703,0.321,0.188,2.17562675765225e-111,9
"Kif26a",6.78307875451173e-110,1.33676286868144,0.257,0.139,2.75487960535739e-105,9
"Cpeb2",2.62989420066811e-103,1.26851650264562,0.343,0.221,1.06810523065934e-98,9
"Pnoc",7.85691541625446e-102,1.26541533371182,0.278,0.158,3.19100762715759e-97,9
"Six6",7.64938771386894e-80,1.61148443632696,0.271,0.17,3.10672232611073e-75,9
"Pbx3",1.80494277942461e-74,1.3226367121575,0.446,0.348,7.33059460435512e-70,9
"Snhg11",0,3.36919780613256,0.818,0.296,0,10
"Dlg2",0,2.99718148027263,0.901,0.485,0,10
"Gabrb1",0,3.13990948292491,0.646,0.246,0,10
"Galntl6",0,3.48475582089667,0.599,0.227,0,10
"9330162G02Rik",0,2.99287391545492,0.721,0.361,0,10
"Lrfn5",0,3.42678300223921,0.545,0.202,0,10
"Gabrg3",0,2.980604427202,0.633,0.298,0,10
"Lingo2",0,2.85776584904151,0.731,0.402,0,10
"Cntn5",0,2.96528549272189,0.534,0.222,0,10
"Cacna1e",0,2.79585639432853,0.598,0.288,0,10
"Kcnip4",0,2.82914867305738,0.578,0.272,0,10
"Cntnap5a",0,3.25209724153892,0.504,0.199,0,10
"Cntnap2",0,2.85465964727581,0.739,0.436,0,10
"Dpp10",0,3.0288557613404,0.523,0.222,0,10
"Nrg3os",0,4.16892384453288,0.406,0.107,0,10
"Grm7",0,2.83199124777588,0.563,0.268,0,10
"Trpm3",0,2.99727343296476,0.521,0.242,0,10
"Tenm1",0,2.84022535387211,0.516,0.249,0,10
"Cdh18",0,3.48244713370037,0.402,0.135,0,10
"A230006K03Rik",0,3.14232672756306,0.408,0.146,0,10
"Asic2",0,2.82411591534147,0.565,0.306,0,10
"Mgat4c",0,3.08721486473837,0.458,0.2,0,10
"Car10",0,2.8339529599344,0.455,0.197,0,10
"Gm20642",0,3.9182840404449,0.361,0.109,0,10
"Ctnna3",0,4.06765919492674,0.365,0.114,0,10
"Gm15398",0,4.18257482216328,0.315,0.08,0,10
"Rapgef4",0,3.11429044553484,0.368,0.145,0,10
"Gm32509",0,3.59072981246983,0.327,0.115,0,10
"Grik1",0,3.02981433217499,0.37,0.158,0,10
"C130073E24Rik",0,2.81872932429767,0.439,0.228,0,10
"4930555F03Rik",0,4.42467188077869,0.284,0.073,0,10
"Gm20754",0,2.81909515626886,0.396,0.186,0,10
"Kcnc2",0,2.86451629204548,0.371,0.167,0,10
"Slc4a10",0,3.01981857330517,0.327,0.131,0,10
"Gm44560",0,3.26126606089296,0.295,0.105,0,10
"Zfp804b",0,3.33537196740296,0.306,0.117,0,10
"Gm36975",0,3.574049671357,0.262,0.092,0,10
"Hs3st4",5.53399136148809e-306,3.07520696459139,0.275,0.099,2.24757525155477e-301,10
"Nell1",9.54170387914795e-301,2.89845304910647,0.36,0.164,3.87526761347715e-296,10
"B230209E15Rik",1.91101684225388e-299,2.94128379769082,0.326,0.14,7.76140380312991e-295,10
"Epha6",5.92052101936335e-294,3.17549937015086,0.309,0.125,2.40456040680423e-289,10
"Cntnap4",1.0856839957735e-266,2.79098145442194,0.335,0.156,4.40939698043448e-262,10
"Pfkp",2.87220745644227e-264,3.22729791284777,0.296,0.129,1.16651833635946e-259,10
"Gm11149",3.63873270830755e-245,3.29840760801934,0.253,0.101,1.47783490215203e-240,10
"Frmpd4",9.09172727152647e-233,2.99686298663634,0.254,0.101,3.69251411405776e-228,10
"Gm20275",2.04265032962375e-204,2.97066062434129,0.311,0.162,8.29602004873389e-200,10
"Inpp4b",9.83263068907451e-201,2.99766626412713,0.289,0.138,3.99342462806072e-196,10
"Cntnap5b",3.14362115108661e-182,3.16080926199854,0.259,0.121,1.27675029430231e-177,10
"Gm30382",9.29356950824273e-174,2.90268400080826,0.251,0.118,3.7744903200777e-169,10
"Thsd7b",1.57910481664324e-154,2.77185434377829,0.285,0.153,6.41337630231486e-150,10
"Top2a",0,6.67337643579201,0.972,0.048,0,11
"Mki67",0,5.68873239415813,0.881,0.035,0,11
"Pclaf",0,5.55902371202169,0.899,0.055,0,11
"Cdk1",0,6.12427891176206,0.88,0.038,0,11
"Prc1",0,6.15125904621273,0.871,0.04,0,11
"Kif11",0,5.89994002113667,0.841,0.027,0,11
"Nusap1",0,5.86320771551551,0.852,0.04,0,11
"Ect2",0,5.51402194089796,0.827,0.04,0,11
"Pbk",0,5.43440768775773,0.819,0.035,0,11
"Spc25",0,5.39879084372076,0.82,0.04,0,11
"Mis18bp1",0,6.43720519285228,0.772,0.018,0,11
"Knl1",0,5.29974650179338,0.782,0.033,0,11
"Kif23",0,5.78100202140574,0.767,0.024,0,11
"Kif4",0,5.58475437095622,0.728,0.022,0,11
"Aurkb",0,7.12262403554926,0.712,0.01,0,11
"Cdca2",0,6.83332391741201,0.706,0.01,0,11
"Fbxo5",0,5.62313093738206,0.702,0.023,0,11
"Melk",0,5.91437669210044,0.694,0.017,0,11
"Ndc80",0,6.20450564010463,0.689,0.013,0,11
"Ckap2l",0,5.40866270705797,0.688,0.02,0,11
"Esco2",0,7.17282422058247,0.669,0.007,0,11
"H1f5",0,6.40409474406459,0.707,0.045,0,11
"Hmmr",0,5.64139903166582,0.677,0.017,0,11
"Shcbp1",0,5.43171853572198,0.671,0.022,0,11
"Sgo1",0,5.69129805308669,0.658,0.018,0,11
"Bub1",0,5.60339750698815,0.65,0.017,0,11
"Cep55",0,5.96891715694941,0.626,0.014,0,11
"Ncapg",0,5.58058754399588,0.619,0.016,0,11
"Neil3",0,6.42490012735076,0.611,0.011,0,11
"Sgo2a",0,5.63519323200572,0.613,0.016,0,11
"Ttk",0,5.9090844400707,0.611,0.014,0,11
"Aspm",0,5.46107119956277,0.59,0.019,0,11
"Ska1",0,6.06675950005363,0.562,0.01,0,11
"Kif2c",0,5.46268993779023,0.564,0.015,0,11
"Plk1",0,5.8066044784478,0.558,0.014,0,11
"Aurka",0,5.35598777774001,0.551,0.022,0,11
"Depdc1a",0,6.30065032174816,0.531,0.008,0,11
"Tk1",0,5.52487553193886,0.492,0.013,0,11
"Kif18b",0,6.743338192258,0.43,0.005,0,11
"Cdc25c",0,5.30963616106012,0.431,0.013,0,11
"Cdca5",0,6.30904881674389,0.411,0.006,0,11
"H2ac4",0,5.92141883194766,0.399,0.009,0,11
"E2f8",0,6.10517394518831,0.393,0.007,0,11
"Kif14",0,6.33444060893636,0.379,0.005,0,11
"Depdc1b",0,6.60942580818887,0.364,0.004,0,11
"Iqgap3",0,6.45360164462654,0.315,0.004,0,11
"H3c3",0,6.02759288235094,0.314,0.005,0,11
"Troap",0,5.88973111643528,0.315,0.006,0,11
"Pif1",0,5.75280715733213,0.306,0.007,0,11
"Haspin",0,5.34535891712491,0.256,0.006,0,11
"Ascl1",0,3.21505871928756,0.74,0.183,0,12
"Btg2",0,2.25714928839824,0.882,0.373,0,12
"Tead2",0,2.10208100155939,0.716,0.221,0,12
"Dll1",0,3.12963899306653,0.55,0.1,0,12
"Gadd45g",0,2.3181464629519,0.72,0.281,0,12
"Ccnd1",0,1.87130712235103,0.633,0.217,0,12
"Cald1",0,1.71042898721624,0.816,0.405,0,12
"2610307P16Rik",0,1.76366409541342,0.876,0.466,0,12
"Ccnd2",0,1.87105277935409,0.649,0.252,0,12
"Hes6",0,1.99126456694352,0.881,0.487,0,12
"Sox3",0,2.38856847057578,0.637,0.243,0,12
"Sox1ot",0,1.68945608876633,0.837,0.448,0,12
"Mfng",0,2.22613070165389,0.536,0.155,0,12
"Mapkapk2",0,2.23409123699971,0.601,0.221,0,12
"Notch1",0,1.83120162835918,0.561,0.19,0,12
"Dll3",0,2.16802560067986,0.551,0.181,0,12
"Pon2",0,1.98967317247643,0.509,0.147,0,12
"Smoc1",0,2.20367746839236,0.495,0.169,0,12
"Miat",0,1.82841384030272,0.839,0.519,0,12
"Sox21",0,1.94438854391094,0.489,0.176,0,12
"Zbtb18",0,2.00856404230377,0.476,0.163,0,12
"Rfx4",0,1.89680857801164,0.511,0.202,0,12
"D030055H07Rik",0,1.87764784072953,0.584,0.276,0,12
"Prag1",0,1.7295562976568,0.531,0.225,0,12
"Tfdp2",0,1.7108927027314,0.552,0.251,0,12
"Col5a2",0,2.19602786500686,0.374,0.091,0,12
"St3gal1",0,2.64113482472906,0.367,0.087,0,12
"Stk33",0,1.96345580148848,0.395,0.123,0,12
"Gsx1",0,2.60107851883047,0.353,0.086,0,12
"Nfix",0,1.77516571724469,0.534,0.268,0,12
"Gpc4",0,1.82592598336801,0.425,0.167,0,12
"Baz1a",0,1.79645806185704,0.408,0.151,0,12
"Fli1",0,2.55251838776558,0.324,0.068,0,12
"Cdk6",0,2.31372283212004,0.366,0.111,0,12
"Mcm2",0,2.0722623234184,0.362,0.116,0,12
"Lima1",0,1.9200178186008,0.411,0.167,0,12
"Svil",0,1.72444154713124,0.372,0.133,0,12
"Rgs16",0,1.96525597477704,0.357,0.12,0,12
"Aim2",0,2.16397400554551,0.343,0.109,0,12
"Tgif2",0,2.28245734798308,0.284,0.077,0,12
"Inppl1",0,2.48571075332941,0.27,0.064,0,12
"Cdkn1c",0,2.08168272151458,0.825,0.629,0,12
"Ckb",0,1.70153992875568,0.993,0.892,0,12
"G0s2",2.16916741469096e-305,2.08633664724125,0.31,0.108,8.80985653802585e-301,12
"Pipox",7.58342976287772e-298,1.71153767313869,0.273,0.086,3.07993416389516e-293,12
"Zfp800",2.07698773873783e-290,1.7945243280283,0.471,0.233,8.43547800210982e-286,12
"Sdk2",1.3923156586943e-281,1.72105454301521,0.38,0.159,5.65475081622104e-277,12
"Rftn2",3.90423570847415e-279,1.72018256891641,0.323,0.119,1.58566629063969e-274,12
"Phldb2",3.95536516538071e-264,1.69332469539057,0.308,0.114,1.60643200826772e-259,12
"Tmem123",2.52021519990638e-216,1.72777937148402,0.251,0.091,1.02356020128998e-211,12
"Dlx6os1",0,2.45671863005301,0.919,0.27,0,13
"Dlx2",0,2.37206137669801,0.919,0.271,0,13
"Dlx1as",0,2.44215904332896,0.806,0.184,0,13
"Dlx1",0,2.08391208493976,0.856,0.279,0,13
"St18",0,1.82117035036378,0.845,0.329,0,13
"Hmx3",0,3.19370195839466,0.575,0.09,0,13
"Dlx5",0,1.85991584517132,0.689,0.208,0,13
"Hmx2",0,2.67319737476876,0.572,0.108,0,13
"Gm13889",0,2.45916826136129,0.649,0.21,0,13
"Cited1",0,2.99349719764961,0.552,0.143,0,13
"Plagl1",0,2.31821524552782,0.574,0.223,0,13
"Magel2",0,1.60194190284443,0.72,0.374,0,13
"Asb4",0,1.54341019799548,0.583,0.24,0,13
"Adam23",0,1.59656476481249,0.765,0.429,0,13
"Gpc4",0,1.84050143886086,0.49,0.165,0,13
"Gm38505",0,1.38996117944657,0.583,0.26,0,13
"Peg10",0,1.38209579390373,0.669,0.35,0,13
"Cdh13",0,1.51579825970909,0.678,0.366,0,13
"Cd1d1",0,1.79352987859528,0.487,0.177,0,13
"Bub3",0,1.47473539410037,0.853,0.582,0,13
"Gsx1",0,2.59860606894229,0.353,0.086,0,13
"Lef1",0,1.90082901108043,0.409,0.155,0,13
"Rmi1",0,1.87734164067309,0.372,0.136,0,13
"Nol4",0,1.72676312618369,0.978,0.746,0,13
"Tbx3",0,1.85758606829383,0.32,0.107,0,13
"Zdbf2",0,1.34793374296773,0.92,0.726,0,13
"Bsx",0,2.28419684678283,0.253,0.061,0,13
"Hist3h2ba",0,2.03863376621927,0.27,0.082,0,13
"H2afy2",2.26663176406991e-291,1.94171218690462,0.262,0.08,9.20569824659354e-287,13
"H1fx",3.85689159886003e-286,1.79185159572049,0.262,0.08,1.56643795396101e-281,13
"H2afv",1.805040121934e-283,1.6588588726727,0.271,0.086,7.33098995122275e-279,13
"Zim1",5.91204545408315e-276,1.65410827560242,0.347,0.131,2.40111814072133e-271,13
"H2afz",4.26572175652813e-272,1.38035706843972,0.274,0.088,1.73248023419633e-267,13
"Gm42418",5.54100899904016e-272,1.60857752419286,0.274,0.088,2.25042539487017e-267,13
"Atp5f1",2.02966069732934e-270,1.64569913327317,0.27,0.086,8.24326395613338e-266,13
"H2afy",9.33926596948998e-270,1.73058227264676,0.263,0.084,3.79304948084866e-265,13
"Lmo1",1.72553163371911e-260,1.837768198123,0.452,0.22,7.00807417718678e-256,13
"Mrpl53",3.44682779988797e-256,1.82855344344557,0.255,0.083,1.3998946426465e-251,13
"Ucp2",3.84633412248235e-253,1.36297429336103,0.477,0.231,1.56215014050498e-248,13
"mt-Nd4l",5.22931620987809e-249,1.70296603972671,0.303,0.112,2.12383448547989e-244,13
"Epha4",4.90091784669598e-243,1.3880021319253,0.479,0.241,1.9904587742571e-238,13
"Fam89b",8.04759209397172e-229,1.80579400695145,0.255,0.089,3.26844905304567e-224,13
"Adnp",1.17417117806616e-173,1.41034042113374,0.317,0.144,4.76877882259788e-169,13
"Ube2s",2.84689235715037e-171,1.43296882557353,0.361,0.183,1.15623686193305e-166,13
"Pik3r3",8.00304917814453e-170,1.35545512167829,0.446,0.256,3.25035839321162e-165,13
"Cox16",1.03203546627424e-168,1.34750548358022,0.337,0.161,4.19150884272619e-164,13
"Ing4",8.71631014977883e-154,1.4118978432801,0.258,0.109,3.54004220423117e-149,13
"Prox1os",6.7384035560463e-144,1.37297154367741,0.271,0.121,2.73673522025265e-139,13
"mt-Co3",5.35477747243896e-38,1.45076642452522,0.672,0.665,2.17478932265636e-33,13
"mt-Co2",1.11034371219679e-33,1.40284145246516,0.622,0.623,4.50954995271603e-29,13
"Unc5d",0,1.9586395523333,0.779,0.317,0,14
"Kcnip4",0,1.87617135422633,0.727,0.269,0,14
"Gria1",0,1.569018346303,0.843,0.4,0,14
"Rit2",0,1.584968713734,0.703,0.276,0,14
"Caly",0,1.53452714593867,0.798,0.383,0,14
"Chgb",0,1.68325338047329,0.776,0.385,0,14
"Gabrb1",0,1.45744790644969,0.64,0.249,0,14
"Hap1",0,1.41401171674176,0.882,0.513,0,14
"Hs6st3",0,1.73075529663988,0.592,0.228,0,14
"Gabra2",0,2.16452149582791,0.607,0.244,0,14
"Scn9a",0,1.4046775765152,0.584,0.226,0,14
"C130073E24Rik",0,1.63041003813887,0.574,0.226,0,14
"B230209E15Rik",0,1.7700809242305,0.483,0.137,0,14
"AW551984",0,1.4444520687837,0.586,0.248,0,14
"Scg2",0,1.53919621907048,0.555,0.221,0,14
"Gm28905",0,1.52168581756608,0.503,0.179,0,14
"Nell1",0,2.03462246496363,0.48,0.162,0,14
"Gabra5",0,1.76168136282353,0.433,0.134,0,14
"Hs6st2",0,1.50729021292773,0.491,0.204,0,14
"Rtl4",0,2.66509750644676,0.385,0.109,0,14
"Nptxr",0,1.65302656805226,0.448,0.175,0,14
"Trpc5",0,2.96483961709418,0.339,0.071,0,14
"Zfp804b",0,2.55687938536334,0.38,0.116,0,14
"Trank1",0,1.4619407640704,0.441,0.177,0,14
"Tbx3",0,1.46100942096606,0.348,0.107,0,14
"Bsx",0,2.2814563370239,0.298,0.06,0,14
"Tbx3os1",0,2.44623764891222,0.268,0.054,0,14
"Gm45323",0,1.738920299732,0.297,0.083,0,14
"Baiap3",0,2.01535584263723,0.283,0.069,0,14
"4930555F03Rik",0,1.41835875475647,0.268,0.075,0,14
"Scml4",4.53234931108437e-301,1.46196632359205,0.403,0.152,1.8407683492038e-296,14
"Ptprn",6.6781423668856e-293,1.47597484257132,0.421,0.172,2.71226074088692e-288,14
"Gng4",1.27236917279431e-279,1.67204308906778,0.291,0.093,5.16760015838681e-275,14
"1500035N22Rik",3.35295024322572e-269,1.54424432114807,0.331,0.118,1.36176721178369e-264,14
"Kirrel3",5.45192338262718e-262,1.38507022385828,0.64,0.377,2.2142441626202e-257,14
"Lef1",1.58478237916752e-252,1.53488545459559,0.377,0.156,6.43643515475095e-248,14
"Camk2b",2.10369020831164e-248,1.38257584499949,0.395,0.165,8.54392741203689e-244,14
"Rgs4",7.84816655557642e-248,1.52430342444034,0.341,0.13,3.18745436488181e-243,14
"5330417C22Rik",3.62444529146034e-247,1.47594497808345,0.307,0.109,1.4720322106737e-242,14
"Camk4",5.05039548555217e-245,1.57231137564913,0.354,0.14,2.05116762250216e-240,14
"Fstl5",5.13721066924541e-243,1.40719923764881,0.494,0.244,2.08642674120733e-238,14
"Arhgdig",5.12265757251468e-235,1.50314955629024,0.333,0.13,2.08051614650111e-230,14
"Gck",6.52235317822637e-219,1.43946116214917,0.332,0.133,2.64898851980486e-214,14
"Ehbp1l1",1.34230551812647e-206,1.49453961337272,0.273,0.1,5.45163963131883e-202,14
"Necab2",6.18337110904372e-174,1.38732401681825,0.308,0.132,2.51131434222702e-169,14
"Kcnj3",1.15962337324607e-148,1.36241300663564,0.252,0.104,4.70969436810159e-144,14
"Inpp4b",2.80721902854305e-132,1.53510885793394,0.293,0.139,1.14012393625247e-127,14
"Man2a1",1.89198730078892e-129,1.40024558367862,0.282,0.134,7.68411722342412e-125,14
"Hs3st5",9.82650295444353e-127,2.12655545772077,0.292,0.14,3.9909359099177e-122,14
"Ppp1r17",4.42835890614837e-91,1.50366881812462,0.265,0.138,1.7985336861431e-86,14
"Adgrv1",0,2.84543453296872,0.912,0.268,0,15
"Gli3",0,3.94556216459137,0.751,0.124,0,15
"Gpc3",0,3.65835482603435,0.757,0.149,0,15
"Rax",0,3.90043618259775,0.73,0.122,0,15
"Lix1",0,3.93447246904353,0.689,0.103,0,15
"Adamtsl1",0,4.47010171936779,0.688,0.128,0,15
"Plagl1",0,2.69185329916789,0.773,0.218,0,15
"Gulp1",0,2.98670701699498,0.673,0.123,0,15
"Hes1",0,3.05207917733801,0.645,0.112,0,15
"Fstl1",0,2.97619174848577,0.686,0.154,0,15
"Anxa5",0,2.74385105386012,0.695,0.166,0,15
"Gpx8",0,2.82248321435667,0.634,0.117,0,15
"Glis3",0,3.40370589779702,0.591,0.1,0,15
"Lman1",0,3.42443946696595,0.917,0.445,0,15
"Pdpn",0,2.73799328865534,0.572,0.117,0,15
"Tbx3",0,2.71260474353604,0.533,0.101,0,15
"Phactr2",0,2.79339379555835,0.581,0.157,0,15
"Shroom3",0,2.64344907946837,0.551,0.149,0,15
"Anxa2",0,3.38661046255798,0.454,0.061,0,15
"Sfrp1",0,2.52452352953136,0.524,0.162,0,15
"Col5a2",0,2.57458211975412,0.446,0.09,0,15
"Cpa4",0,3.57708720201319,0.416,0.061,0,15
"Col25a1",0,4.36563009068223,0.439,0.085,0,15
"Spata6",0,2.69991670457472,0.437,0.096,0,15
"Mecom",0,4.38474839378445,0.38,0.04,0,15
"Prdm16",0,2.53265135715279,0.428,0.09,0,15
"Lpar1",0,3.25943271085577,0.385,0.058,0,15
"Fndc3c1",0,3.28931599934354,0.372,0.052,0,15
"Col4a5",0,2.75631536931928,0.389,0.071,0,15
"Dhrs7",0,3.20593893916483,0.394,0.094,0,15
"Pdzph1",0,3.63455366633717,0.334,0.035,0,15
"Cyba",0,3.13056689170996,0.333,0.041,0,15
"Scube1",0,3.32676723380432,0.399,0.11,0,15
"Tbx3os1",0,3.74577479412065,0.331,0.053,0,15
"Prex2",0,2.94239946252227,0.336,0.063,0,15
"Wnt5a",0,2.4842143596338,0.35,0.079,0,15
"Ecrg4",0,6.17969245684398,0.277,0.009,0,15
"Ccn1",0,3.1597465960509,0.317,0.056,0,15
"Tmem132c",0,2.61967920737366,0.326,0.077,0,15
"Yap1",0,2.67040012484155,0.306,0.057,0,15
"Ltbp1",0,3.13066226161557,0.302,0.054,0,15
"Otx2",0,3.3079491488459,0.281,0.036,0,15
"Mamdc2",0,4.38124328047778,0.276,0.032,0,15
"Gng11",0,3.36392035213865,0.264,0.035,0,15
"Trip6",0,3.04883694098348,0.268,0.042,0,15
"P4ha3",0,2.84547907900139,0.276,0.051,0,15
"Maf",0,2.62322739505053,0.3,0.082,0,15
"Fzd5",0,2.78690402302975,0.283,0.069,0,15
"Celsr1",0,2.83597580148647,0.256,0.045,0,15
"Fbn2",2.44966052107106e-245,2.49194923807694,0.356,0.151,9.94905124027802e-241,15
